Donor,Replicate,Condition,Group,Tissue,Layer,Target cell,Cells,Area mm^2,Total cells
1918,2,Circumcised,Non infected,Glans,All tissue,CD4+CD3+CCR10+,33,454.7,3393
1918,2,Circumcised,Non infected,Glans,All tissue,CCR10+,0,454.7,3393
1918,2,Circumcised,Non infected,Glans,All tissue,CD4+CCR10+,0,454.7,3393
1918,2,Circumcised,Non infected,Glans,Connective,CCR10+,0,280.5,2012
1918,2,Circumcised,Non infected,Glans,Connective,CD4+CCR10+,0,280.5,2012
1918,2,Circumcised,Non infected,Glans,Connective,CD4+CD3+,1,280.5,2012
1918,2,Circumcised,Non infected,Glans,Connective,CD3+,2,280.5,2012
1918,2,Circumcised,Non infected,Glans,Connective,CD4+,5,280.5,2012
1918,2,Circumcised,Non infected,Glans,Connective,CD3+CCR10+,13,280.5,2012
1918,2,Circumcised,Non infected,Glans,Connective,CD4+CD3+CCR10+,30,280.5,2012
1918,2,Circumcised,Non infected,Glans,Epithelium,CD3+,0,174.2,1381
1918,2,Circumcised,Non infected,Glans,Epithelium,CD4+CD3+,0,174.2,1381
1918,2,Circumcised,Non infected,Glans,Epithelium,CD4+,3,174.2,1381
1918,2,Circumcised,Non infected,Glans,Epithelium,CD4+CD3+CCR10+,3,174.2,1381
1918,2,Circumcised,Non infected,Glans,Epithelium,CD3+CCR10+,4,174.2,1381
1918,2,Circumcised,Non infected,Glans,Epithelium,CCR10+,0,174.2,1381
1918,2,Circumcised,Non infected,Glans,Epithelium,CD4+CCR10+,0,174.2,1381
1918,1,Circumcised,4h,Shaft,All tissue,CD4+CD3+CCR10+,1,269.8,1039
1918,1,Circumcised,4h,Shaft,All tissue,CD3+CCR10+,4,269.8,1039
1918,1,Circumcised,4h,Shaft,All tissue,CD3+,0,269.8,1039
1918,1,Circumcised,4h,Shaft,All tissue,CD4+,0,269.8,1039
1918,1,Circumcised,4h,Shaft,All tissue,CCR10+,0,269.8,1039
1918,1,Circumcised,4h,Shaft,All tissue,CD4+CCR10+,0,269.8,1039
1918,1,Circumcised,4h,Shaft,All tissue,CD4+CD3+,0,269.8,1039
1918,1,Circumcised,4h,Shaft,Connective,CD3+,0,187.2,265
1918,1,Circumcised,4h,Shaft,Connective,CD4+,0,187.2,265
1918,1,Circumcised,4h,Shaft,Connective,CCR10+,0,187.2,265
1918,1,Circumcised,4h,Shaft,Connective,CD4+CCR10+,0,187.2,265
1918,1,Circumcised,4h,Shaft,Connective,CD4+CD3+,0,187.2,265
1918,1,Circumcised,4h,Shaft,Connective,CD3+CCR10+,1,187.2,265
1918,1,Circumcised,4h,Shaft,Connective,CD4+CD3+CCR10+,1,187.2,265
1918,1,Circumcised,4h,Shaft,Epithelium,CD4+CD3+CCR10+,0,82.6,774
1918,1,Circumcised,4h,Shaft,Epithelium,CD3+CCR10+,3,82.6,774
1918,1,Circumcised,4h,Shaft,Epithelium,CD3+,0,82.6,774
1918,1,Circumcised,4h,Shaft,Epithelium,CD4+,0,82.6,774
1918,1,Circumcised,4h,Shaft,Epithelium,CCR10+,0,82.6,774
1918,1,Circumcised,4h,Shaft,Epithelium,CD4+CCR10+,0,82.6,774
1918,1,Circumcised,4h,Shaft,Epithelium,CD4+CD3+,0,82.6,774
1918,2,Circumcised,4h,Shaft,All tissue,CD3+CCR10+,2,269.2,927
1918,2,Circumcised,4h,Shaft,All tissue,CD4+,4,269.2,927
1918,2,Circumcised,4h,Shaft,All tissue,CD3+,0,269.2,927
1918,2,Circumcised,4h,Shaft,All tissue,CCR10+,0,269.2,927
1918,2,Circumcised,4h,Shaft,All tissue,CD4+CCR10+,0,269.2,927
1918,2,Circumcised,4h,Shaft,All tissue,CD4+CD3+,0,269.2,927
1918,2,Circumcised,4h,Shaft,All tissue,CD4+CD3+CCR10+,0,269.2,927
1918,2,Circumcised,4h,Shaft,Connective,CD3+,0,186.8,235
1918,2,Circumcised,4h,Shaft,Connective,CCR10+,0,186.8,235
1918,2,Circumcised,4h,Shaft,Connective,CD3+CCR10+,0,186.8,235
1918,2,Circumcised,4h,Shaft,Connective,CD4+CCR10+,0,186.8,235
1918,2,Circumcised,4h,Shaft,Connective,CD4+CD3+,0,186.8,235
1918,2,Circumcised,4h,Shaft,Connective,CD4+CD3+CCR10+,0,186.8,235
1918,2,Circumcised,4h,Shaft,Connective,CD4+,4,186.8,235
1918,2,Circumcised,4h,Shaft,Epithelium,CD4+,0,82.4,692
1918,2,Circumcised,4h,Shaft,Epithelium,CD3+CCR10+,2,82.4,692
1918,2,Circumcised,4h,Shaft,Epithelium,CD3+,0,82.4,692
1918,2,Circumcised,4h,Shaft,Epithelium,CCR10+,0,82.4,692
1918,2,Circumcised,4h,Shaft,Epithelium,CD4+CCR10+,0,82.4,692
1918,2,Circumcised,4h,Shaft,Epithelium,CD4+CD3+,0,82.4,692
1918,2,Circumcised,4h,Shaft,Epithelium,CD4+CD3+CCR10+,0,82.4,692
1918,3,Circumcised,4h,Shaft,All tissue,CD3+CCR10+,2,262.1,1030
1918,3,Circumcised,4h,Shaft,All tissue,CD4+,3,262.1,1030
1918,3,Circumcised,4h,Shaft,All tissue,CD3+,0,262.1,1030
1918,3,Circumcised,4h,Shaft,All tissue,CCR10+,0,262.1,1030
1918,3,Circumcised,4h,Shaft,All tissue,CD4+CCR10+,0,262.1,1030
1918,3,Circumcised,4h,Shaft,All tissue,CD4+CD3+,0,262.1,1030
1918,3,Circumcised,4h,Shaft,All tissue,CD4+CD3+CCR10+,0,262.1,1030
1918,3,Circumcised,4h,Shaft,Connective,CD3+,0,177,327
1918,3,Circumcised,4h,Shaft,Connective,CCR10+,0,177,327
1918,3,Circumcised,4h,Shaft,Connective,CD3+CCR10+,0,177,327
1918,3,Circumcised,4h,Shaft,Connective,CD4+CCR10+,0,177,327
1918,3,Circumcised,4h,Shaft,Connective,CD4+CD3+,0,177,327
1918,3,Circumcised,4h,Shaft,Connective,CD4+CD3+CCR10+,0,177,327
1918,3,Circumcised,4h,Shaft,Connective,CD4+,3,177,327
1918,3,Circumcised,4h,Shaft,Epithelium,CD4+,0,85.1,703
1918,3,Circumcised,4h,Shaft,Epithelium,CD3+CCR10+,2,85.1,703
1918,3,Circumcised,4h,Shaft,Epithelium,CD3+,0,85.1,703
1918,3,Circumcised,4h,Shaft,Epithelium,CCR10+,0,85.1,703
1918,3,Circumcised,4h,Shaft,Epithelium,CD4+CCR10+,0,85.1,703
1918,3,Circumcised,4h,Shaft,Epithelium,CD4+CD3+,0,85.1,703
1918,3,Circumcised,4h,Shaft,Epithelium,CD4+CD3+CCR10+,0,85.1,703
1918,1,Circumcised,Non infected,Shaft,All tissue,CD4+CCR10+,1,491.5,3818
1918,1,Circumcised,Non infected,Shaft,All tissue,CD4+,8,491.5,3818
1918,1,Circumcised,Non infected,Shaft,All tissue,CD3+CCR10+,15,491.5,3818
1918,1,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+CCR10+,18,491.5,3818
1918,1,Circumcised,Non infected,Shaft,All tissue,CD3+,0,491.5,3818
1918,1,Circumcised,Non infected,Shaft,All tissue,CCR10+,0,491.5,3818
1918,1,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+,0,491.5,3818
1918,1,Circumcised,Non infected,Shaft,Connective,CD3+,0,300.6,2173
1918,1,Circumcised,Non infected,Shaft,Connective,CCR10+,0,300.6,2173
1918,1,Circumcised,Non infected,Shaft,Connective,CD4+CD3+,0,300.6,2173
1918,1,Circumcised,Non infected,Shaft,Connective,CD4+CCR10+,1,300.6,2173
1918,1,Circumcised,Non infected,Shaft,Connective,CD4+,8,300.6,2173
1918,1,Circumcised,Non infected,Shaft,Connective,CD4+CD3+CCR10+,10,300.6,2173
1918,1,Circumcised,Non infected,Shaft,Connective,CD3+CCR10+,11,300.6,2173
1918,1,Circumcised,Non infected,Shaft,Epithelium,CD4+,0,190.9,1507
1918,1,Circumcised,Non infected,Shaft,Epithelium,CD4+CCR10+,0,190.9,1507
1918,1,Circumcised,Non infected,Shaft,Epithelium,CD3+CCR10+,4,190.9,1507
1918,1,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+CCR10+,8,190.9,1507
1918,1,Circumcised,Non infected,Shaft,Epithelium,CD3+,0,190.9,1507
1918,1,Circumcised,Non infected,Shaft,Epithelium,CCR10+,0,190.9,1507
1918,1,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+,0,190.9,1507
1918,2,Circumcised,Non infected,Shaft,All tissue,CCR10+,1,444.7,3425
1918,2,Circumcised,Non infected,Shaft,All tissue,CD3+CCR10+,9,444.7,3425
1918,2,Circumcised,Non infected,Shaft,All tissue,CD4+,13,444.7,3425
1918,2,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+CCR10+,20,444.7,3425
1918,2,Circumcised,Non infected,Shaft,All tissue,CD3+,0,444.7,3425
1918,2,Circumcised,Non infected,Shaft,All tissue,CD4+CCR10+,0,444.7,3425
1918,2,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+,0,444.7,3425
1918,2,Circumcised,Non infected,Shaft,Connective,CD3+,0,259.5,1918
1918,2,Circumcised,Non infected,Shaft,Connective,CCR10+,0,259.5,1918
1918,2,Circumcised,Non infected,Shaft,Connective,CD4+CCR10+,0,259.5,1918
1918,2,Circumcised,Non infected,Shaft,Connective,CD4+CD3+,0,259.5,1918
1918,2,Circumcised,Non infected,Shaft,Connective,CD3+CCR10+,4,259.5,1918
1918,2,Circumcised,Non infected,Shaft,Connective,CD4+CD3+CCR10+,7,259.5,1918
1918,2,Circumcised,Non infected,Shaft,Connective,CD4+,10,259.5,1918
1918,2,Circumcised,Non infected,Shaft,Epithelium,CCR10+,1,185.2,1645
1918,2,Circumcised,Non infected,Shaft,Epithelium,CD4+,3,185.2,1645
1918,2,Circumcised,Non infected,Shaft,Epithelium,CD3+CCR10+,5,185.2,1645
1918,2,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+CCR10+,13,185.2,1645
1918,2,Circumcised,Non infected,Shaft,Epithelium,CD3+,0,185.2,1645
1918,2,Circumcised,Non infected,Shaft,Epithelium,CD4+CCR10+,0,185.2,1645
1918,2,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+,0,185.2,1645
1919,1,Circumcised,4h,Glans,All tissue,CD4+,2,393.9,1708
1919,1,Circumcised,4h,Glans,All tissue,CD3+,4,393.9,1708
1919,1,Circumcised,4h,Glans,All tissue,CD4+CD3+,4,393.9,1708
1919,1,Circumcised,4h,Glans,All tissue,CD4+CD3+CCR10+,47,393.9,1708
1919,1,Circumcised,4h,Glans,All tissue,CD3+CCR10+,86,393.9,1708
1919,1,Circumcised,4h,Glans,All tissue,CCR10+,0,393.9,1708
1919,1,Circumcised,4h,Glans,All tissue,CD4+CCR10+,0,393.9,1708
1919,1,Circumcised,4h,Glans,Connective,CCR10+,0,290.3,614
1919,1,Circumcised,4h,Glans,Connective,CD4+CCR10+,0,290.3,614
1919,1,Circumcised,4h,Glans,Connective,CD4+,2,290.3,614
1919,1,Circumcised,4h,Glans,Connective,CD3+,3,290.3,614
1919,1,Circumcised,4h,Glans,Connective,CD4+CD3+,4,290.3,614
1919,1,Circumcised,4h,Glans,Connective,CD4+CD3+CCR10+,47,290.3,614
1919,1,Circumcised,4h,Glans,Connective,CD3+CCR10+,62,290.3,614
1919,1,Circumcised,4h,Glans,Epithelium,CD4+,0,103.6,1094
1919,1,Circumcised,4h,Glans,Epithelium,CD4+CD3+,0,103.6,1094
1919,1,Circumcised,4h,Glans,Epithelium,CD4+CD3+CCR10+,0,103.6,1094
1919,1,Circumcised,4h,Glans,Epithelium,CD3+,1,103.6,1094
1919,1,Circumcised,4h,Glans,Epithelium,CD3+CCR10+,24,103.6,1094
1919,1,Circumcised,4h,Glans,Epithelium,CCR10+,0,103.6,1094
1919,1,Circumcised,4h,Glans,Epithelium,CD4+CCR10+,0,103.6,1094
1919,2,Circumcised,4h,Glans,All tissue,CD4+,2,390.4,1784
1919,2,Circumcised,4h,Glans,All tissue,CD3+,9,390.4,1784
1919,2,Circumcised,4h,Glans,All tissue,CD4+CD3+CCR10+,35,390.4,1784
1919,2,Circumcised,4h,Glans,All tissue,CD3+CCR10+,82,390.4,1784
1919,2,Circumcised,4h,Glans,All tissue,CCR10+,0,390.4,1784
1919,2,Circumcised,4h,Glans,All tissue,CD4+CCR10+,0,390.4,1784
1919,2,Circumcised,4h,Glans,All tissue,CD4+CD3+,0,390.4,1784
1919,2,Circumcised,4h,Glans,Connective,CCR10+,0,273.3,607
1919,2,Circumcised,4h,Glans,Connective,CD4+CCR10+,0,273.3,607
1919,2,Circumcised,4h,Glans,Connective,CD4+CD3+,0,273.3,607
1919,2,Circumcised,4h,Glans,Connective,CD4+,2,273.3,607
1919,2,Circumcised,4h,Glans,Connective,CD3+,9,273.3,607
1919,2,Circumcised,4h,Glans,Connective,CD4+CD3+CCR10+,33,273.3,607
1919,2,Circumcised,4h,Glans,Connective,CD3+CCR10+,55,273.3,607
1919,2,Circumcised,4h,Glans,Epithelium,CD3+,0,117.1,1177
1919,2,Circumcised,4h,Glans,Epithelium,CD4+,0,117.1,1177
1919,2,Circumcised,4h,Glans,Epithelium,CD4+CD3+CCR10+,2,117.1,1177
1919,2,Circumcised,4h,Glans,Epithelium,CD3+CCR10+,27,117.1,1177
1919,2,Circumcised,4h,Glans,Epithelium,CCR10+,0,117.1,1177
